Citation,Citation Link,Protein,Protein codes,Protein Concentration (%),Treatment code,Treatment condition code,Treatment condition value,Treatment temperature ( °C),Treatment time (min),Additives,Additives Concentration (%),pH,Type of salt,ionic strength (M),Heating temperature (°C) for gel preparation,Heating/hold time (min),Samples stored (°C),Storage time (h),If a gel can be formed (0-1),Hardness/firmness/strength (g)
"He, Z.; Liu, C.; Zhao, J.; Li, W.; Wang,Y. Physicochemical properties of a ginkgo seed protein-pectin composite gel. Food Hydrocolloids, 2021, 118, 106781",https://doi.org/10.1016/j.foodhyd.2021.106781,Ginkgo Seed Protein Isolate (GSPI),10501,12,0,0,,,,20107,1,7,0,0,90,30,4,12,1,74.99
"Chen, B.; Guo, J.; Xie, Y.; Zhou, K.; Li, P.; Xu, B. Modulating the aggregation of myofibrillar protein to alleviate the textural deterioration of protein gels at high temperature: The effect of hydrophobic interactions. Food Chemistry, 2021, 128274.",https://doi.org/10.1016/j.foodchem.2020.128274,Chicken Myofibrillar Protein,20201,4,0,0,,,,90701,0,6.5,60101,0.6,95,20,4,12,1,25.3
"Chen, B.; Guo, J.; Xie, Y.; Zhou, K.; Li, P.; Xu, B. Modulating the aggregation of myofibrillar protein to alleviate the textural deterioration of protein gels at high temperature: The effect of hydrophobic interactions. Food Chemistry, 2021, 128274.",https://doi.org/10.1016/j.foodchem.2020.128274,Chicken Myofibrillar Protein,20201,4,0,0,,,,90701,0.08,6.5,60101,0.6,95,20,4,12,1,32.83
"Chen, B.; Guo, J.; Xie, Y.; Zhou, K.; Li, P.; Xu, B. Modulating the aggregation of myofibrillar protein to alleviate the textural deterioration of protein gels at high temperature: The effect of hydrophobic interactions. Food Chemistry, 2021, 128274.",https://doi.org/10.1016/j.foodchem.2020.128274,Chicken Myofibrillar Protein,20201,4,0,0,,,,90701,0.16,6.5,60101,0.6,95,20,4,12,1,41.55
"Chen, B.; Guo, J.; Xie, Y.; Zhou, K.; Li, P.; Xu, B. Modulating the aggregation of myofibrillar protein to alleviate the textural deterioration of protein gels at high temperature: The effect of hydrophobic interactions. Food Chemistry, 2021, 128274.",https://doi.org/10.1016/j.foodchem.2020.128274,Chicken Myofibrillar Protein,20201,4,0,0,,,,90701,0.24,6.5,60101,0.6,95,20,4,12,1,49.76
"Chen, B.; Guo, J.; Xie, Y.; Zhou, K.; Li, P.; Xu, B. Modulating the aggregation of myofibrillar protein to alleviate the textural deterioration of protein gels at high temperature: The effect of hydrophobic interactions. Food Chemistry, 2021, 128274.",https://doi.org/10.1016/j.foodchem.2020.128274,Chicken Myofibrillar Protein,20201,4,0,0,,,,90701,0.48,6.5,60101,0.6,95,20,4,12,1,36.25
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,10,0,0,0,,,90901,,5,0,0,40,60,4,12,1,76.48
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,12.5,0,0,0,,,90901,,5,0,0,40,60,4,12,1,141.74
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,15,0,0,0,,,90901,,5,0,0,40,60,4,12,1,356.9
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,10,0,0,0,,,90901,,5.5,0,0,40,60,4,12,1,29.57
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,12.5,0,0,0,,,90901,,5.5,0,0,40,60,4,12,1,57.1
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,15,0,0,0,,,90901,,5.5,0,0,40,60,4,12,1,182.53
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,10,0,0,0,,,90901,,6,0,0,40,60,4,12,1,20.39
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,12.5,0,0,0,,,90901,,6,0,0,40,60,4,12,1,35.69
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,15,0,0,0,,,90901,,6,0,0,40,60,4,12,1,127.46
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,10,10101,10103,114,,,90901,,5,0,0,40,60,4,12,1,292.65
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,12.5,10101,10103,114,,,90901,,5,0,0,40,60,4,12,1,582.25
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,15,10101,10103,114,,,90901,,5,0,0,40,60,4,12,1,1680.47
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,10,10101,10103,114,,,90901,,5.5,0,0,40,60,4,12,1,136.64
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,12.5,10101,10103,114,,,90901,,5.5,0,0,40,60,4,12,1,524.13
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,15,10101,10103,114,,,90901,,5.5,0,0,40,60,4,12,1,1040.09
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,10,10101,10103,114,,,90901,,6,0,0,40,60,4,12,1,102.99
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,12.5,10101,10103,114,,,90901,,6,0,0,40,60,4,12,1,445.61
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,15,10101,10103,114,,,90901,,6,0,0,40,60,4,12,1,1118.61
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,10,10101,10103,114,,,0,,5,0,0,40,60,4,12,1,47.93
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,12.5,10101,10103,114,,,0,,5,0,0,40,60,4,12,1,57.1
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,15,10101,10103,114,,,0,,5,0,0,40,60,4,12,1,130.52
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,10,10101,10103,114,,,0,,5.5,0,0,40,60,4,12,1,21.41
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,12.5,10101,10103,114,,,0,,5.5,0,0,40,60,4,12,1,174.37
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,15,10101,10103,114,,,0,,5.5,0,0,40,60,4,12,1,418.08
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,10,10101,10103,114,,,0,,6,0,0,40,60,4,12,1,38.79
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,12.5,10101,10103,114,,,0,,6,0,0,40,60,4,12,1,139.7
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,15,10101,10103,114,,,0,,6,0,0,40,60,4,12,1,500.67
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,10,10101,10103,114,,,0,,7,0,0,40,60,4,12,1,279.4
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,12.5,10101,10103,114,,,0,,7,0,0,40,60,4,12,1,684.22
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,15,10101,10103,114,,,0,,7,0,0,40,60,4,12,1,1307.26
"Ye Zou, Fangyun Lu, Biao Yang, Jingjing Ma, Jing Yang, Chao Li, Xin Wang, Daoying Wang, Weimin Xu,Effect of ultrasound assisted konjac glucomannan treatment on properties of chicken plasma protein gelation,Ultrasonics Sonochemistry,Volume 80,2021,105821,ISSN 1350-4177",https://doi.org/10.1016/j.ultsonch.2021.105821,Chicken plasma protein ,30401,4,0,0,0,,0,0,0,7,0,0,85,20,4,12,1,134.6
"Ye Zou, Fangyun Lu, Biao Yang, Jingjing Ma, Jing Yang, Chao Li, Xin Wang, Daoying Wang, Weimin Xu,Effect of ultrasound assisted konjac glucomannan treatment on properties of chicken plasma protein gelation,Ultrasonics Sonochemistry,Volume 80,2021,105821,ISSN 1350-4177",https://doi.org/10.1016/j.ultsonch.2021.105821,Chicken plasma protein,30401,4,0,0,0,,0,40104,0.5,7,0,0,85,20,4,12,1,186.6
"Ye Zou, Fangyun Lu, Biao Yang, Jingjing Ma, Jing Yang, Chao Li, Xin Wang, Daoying Wang, Weimin Xu,Effect of ultrasound assisted konjac glucomannan treatment on properties of chicken plasma protein gelation,Ultrasonics Sonochemistry,Volume 80,2021,105821,ISSN 1350-4177",https://doi.org/10.1016/j.ultsonch.2021.105821,Chicken plasma protein,30401,4,30102,30101,200,,20,0,0,7,0,0,85,20,4,12,1,280.4
"Ye Zou, Fangyun Lu, Biao Yang, Jingjing Ma, Jing Yang, Chao Li, Xin Wang, Daoying Wang, Weimin Xu,Effect of ultrasound assisted konjac glucomannan treatment on properties of chicken plasma protein gelation,Ultrasonics Sonochemistry,Volume 80,2021,105821,ISSN 1350-4177",https://doi.org/10.1016/j.ultsonch.2021.105821,Chicken plasma protein,30401,4,30102,30101,200,,20,40104,0.5,7,0,0,85,20,4,12,1,325.3
"Hui Xue, Yonggang Tu, Guowen Zhang, Xiaojuan Xin, Hui Hu, Wei Qiu, Dandan Ruan, Yan Zhao. Mechanism of ultrasound and tea polyphenol assisted ultrasound modification of egg white protein gel, Ultrasonics Sonochemistry, Volume 81, December 2021, 105857",https://doi.org/10.1016/j.ultsonch.2021.105857,Egg White Protein,30302,10,0,0,0,25,0,70107,0.05,,0,0,85,20,4,12,1,1519.71
"Hui Xue, Yonggang Tu, Guowen Zhang, Xiaojuan Xin, Hui Hu, Wei Qiu, Dandan Ruan, Yan Zhao. Mechanism of ultrasound and tea polyphenol assisted ultrasound modification of egg white protein gel, Ultrasonics Sonochemistry, Volume 81, December 2021, 105858",https://doi.org/10.1016/j.ultsonch.2021.105858,Egg White Protein,30302,10,30101,30101,30,25,15,70107,0.05,,0,0,85,20,4,12,1,1738.35
"Hui Xue, Yonggang Tu, Guowen Zhang, Xiaojuan Xin, Hui Hu, Wei Qiu, Dandan Ruan, Yan Zhao. Mechanism of ultrasound and tea polyphenol assisted ultrasound modification of egg white protein gel, Ultrasonics Sonochemistry, Volume 81, December 2021, 105859",https://doi.org/10.1016/j.ultsonch.2021.105859,Egg White Protein,30302,10,30101,30101,60,25,15,70107,0.05,,0,0,85,20,4,12,1,1878.14
"Hui Xue, Yonggang Tu, Guowen Zhang, Xiaojuan Xin, Hui Hu, Wei Qiu, Dandan Ruan, Yan Zhao. Mechanism of ultrasound and tea polyphenol assisted ultrasound modification of egg white protein gel, Ultrasonics Sonochemistry, Volume 81, December 2021, 105860",https://doi.org/10.1016/j.ultsonch.2021.105860,Egg White Protein,30302,10,30101,30101,120,25,15,70107,0.05,,0,0,85,20,4,12,1,1917.56
"Hui Xue, Yonggang Tu, Guowen Zhang, Xiaojuan Xin, Hui Hu, Wei Qiu, Dandan Ruan, Yan Zhao. Mechanism of ultrasound and tea polyphenol assisted ultrasound modification of egg white protein gel, Ultrasonics Sonochemistry, Volume 81, December 2021, 105861",https://doi.org/10.1016/j.ultsonch.2021.105861,Egg White Protein,30302,10,30101,30101,240,25,15,70107,0.05,,0,0,85,20,4,12,1,1960.57
"Hui Xue, Yonggang Tu, Guowen Zhang, Xiaojuan Xin, Hui Hu, Wei Qiu, Dandan Ruan, Yan Zhao. Mechanism of ultrasound and tea polyphenol assisted ultrasound modification of egg white protein gel, Ultrasonics Sonochemistry, Volume 81, December 2021, 105862",https://doi.org/10.1016/j.ultsonch.2021.105862,Egg White Protein,30302,10,30101,30101,360,25,15,70107,0.05,,0,0,85,20,4,12,1,1978.49
"Hui Xue, Yonggang Tu, Guowen Zhang, Xiaojuan Xin, Hui Hu, Wei Qiu, Dandan Ruan, Yan Zhao. Mechanism of ultrasound and tea polyphenol assisted ultrasound modification of egg white protein gel, Ultrasonics Sonochemistry, Volume 81, December 2021, 105863",https://doi.org/10.1016/j.ultsonch.2021.105863,Egg White Protein,30302,10,0,0,0,25,0,0,0,,0,0,85,20,4,12,1,1390.68
"Hui Xue, Yonggang Tu, Guowen Zhang, Xiaojuan Xin, Hui Hu, Wei Qiu, Dandan Ruan, Yan Zhao. Mechanism of ultrasound and tea polyphenol assisted ultrasound modification of egg white protein gel, Ultrasonics Sonochemistry, Volume 81, December 2021, 105864",https://doi.org/10.1016/j.ultsonch.2021.105864,Egg White Protein,30302,10,30101,30101,30,25,15,0,0,,0,0,85,20,4,12,1,1469.53
"Hui Xue, Yonggang Tu, Guowen Zhang, Xiaojuan Xin, Hui Hu, Wei Qiu, Dandan Ruan, Yan Zhao. Mechanism of ultrasound and tea polyphenol assisted ultrasound modification of egg white protein gel, Ultrasonics Sonochemistry, Volume 81, December 2021, 105865",https://doi.org/10.1016/j.ultsonch.2021.105865,Egg White Protein,30302,10,30101,30101,60,25,15,0,0,,0,0,85,20,4,12,1,1526.88
"Hui Xue, Yonggang Tu, Guowen Zhang, Xiaojuan Xin, Hui Hu, Wei Qiu, Dandan Ruan, Yan Zhao. Mechanism of ultrasound and tea polyphenol assisted ultrasound modification of egg white protein gel, Ultrasonics Sonochemistry, Volume 81, December 2021, 105866",https://doi.org/10.1016/j.ultsonch.2021.105866,Egg White Protein,30302,10,30101,30101,120,25,15,0,0,,0,0,85,20,4,12,1,1562.72
"Hui Xue, Yonggang Tu, Guowen Zhang, Xiaojuan Xin, Hui Hu, Wei Qiu, Dandan Ruan, Yan Zhao. Mechanism of ultrasound and tea polyphenol assisted ultrasound modification of egg white protein gel, Ultrasonics Sonochemistry, Volume 81, December 2021, 105867",https://doi.org/10.1016/j.ultsonch.2021.105867,Egg White Protein,30302,10,30101,30101,240,25,15,0,0,,0,0,85,20,4,12,1,1591.4
"Hui Xue, Yonggang Tu, Guowen Zhang, Xiaojuan Xin, Hui Hu, Wei Qiu, Dandan Ruan, Yan Zhao. Mechanism of ultrasound and tea polyphenol assisted ultrasound modification of egg white protein gel, Ultrasonics Sonochemistry, Volume 81, December 2021, 105868",https://doi.org/10.1016/j.ultsonch.2021.105868,Egg White Protein,30302,10,30101,30101,360,25,15,0,0,,0,0,85,20,4,12,1,1652.33
"De-Yang Li, Zhi-Feng Tan, Zi-Qiang Liu, Chao Wu, Hui-Lin Liu, Chao Guo, Da-Yong Zhou. Effect of hydroxyl radical induced oxidation on the physicochemical and gelling properties of shrimp myofibrillar protein and its mechanism. Food Chemistry, Volume 351, 30 July 2021, 129344",https://doi.org/10.1016/j.foodchem.2021.129344,Penaeus vannamei (shrimp),20114,5,30601,0,,40,60,0,0,6,60101,0.6,90,30,4,12,1,165.2
"De-Yang Li, Zhi-Feng Tan, Zi-Qiang Liu, Chao Wu, Hui-Lin Liu, Chao Guo, Da-Yong Zhou. Effect of hydroxyl radical induced oxidation on the physicochemical and gelling properties of shrimp myofibrillar protein and its mechanism. Food Chemistry, Volume 351, 30 July 2021, 129345",https://doi.org/10.1016/j.foodchem.2021.129345,Penaeus vannamei (shrimp),20114,5,30601,0,,40,60,90602,0.0015,6,60101,0.6,90,30,4,12,1,186.13
"De-Yang Li, Zhi-Feng Tan, Zi-Qiang Liu, Chao Wu, Hui-Lin Liu, Chao Guo, Da-Yong Zhou. Effect of hydroxyl radical induced oxidation on the physicochemical and gelling properties of shrimp myofibrillar protein and its mechanism. Food Chemistry, Volume 351, 30 July 2021, 129346",https://doi.org/10.1016/j.foodchem.2021.129346,Penaeus vannamei (shrimp),20114,5,30601,0,,40,60,90602,0.003,6,60101,0.6,90,30,4,12,1,227.18
"De-Yang Li, Zhi-Feng Tan, Zi-Qiang Liu, Chao Wu, Hui-Lin Liu, Chao Guo, Da-Yong Zhou. Effect of hydroxyl radical induced oxidation on the physicochemical and gelling properties of shrimp myofibrillar protein and its mechanism. Food Chemistry, Volume 351, 30 July 2021, 129347",https://doi.org/10.1016/j.foodchem.2021.129347,Penaeus vannamei (shrimp),20114,5,30601,0,,40,60,90602,0.015,6,60101,0.6,90,30,4,12,1,150.83
"De-Yang Li, Zhi-Feng Tan, Zi-Qiang Liu, Chao Wu, Hui-Lin Liu, Chao Guo, Da-Yong Zhou. Effect of hydroxyl radical induced oxidation on the physicochemical and gelling properties of shrimp myofibrillar protein and its mechanism. Food Chemistry, Volume 351, 30 July 2021, 129348",https://doi.org/10.1016/j.foodchem.2021.129348,Penaeus vannamei (shrimp),20114,5,30601,0,,40,60,90602,0.03,6,60101,0.6,90,30,4,12,1,106.57
"De-Yang Li, Zhi-Feng Tan, Zi-Qiang Liu, Chao Wu, Hui-Lin Liu, Chao Guo, Da-Yong Zhou. Effect of hydroxyl radical induced oxidation on the physicochemical and gelling properties of shrimp myofibrillar protein and its mechanism. Food Chemistry, Volume 351, 30 July 2021, 129349",https://doi.org/10.1016/j.foodchem.2021.129349,Penaeus vannamei (shrimp),20114,5,30601,0,,40,60,90602,0.06,6,60101,0.6,90,30,4,12,1,104.04
"Yexue Liu, Yuanfu Zhang, Zehui Guo, Chen Wang, Hongwei Kang, Jingwen Li, Wenhang Wang, Yu Li, Fuping Lu, Yihan Liu. Enhancing the functional characteristics of soy protein isolate via cross-linking catalyzed by Bacillus subtilis transglutaminase. 2021.  Journal of the Science of Food and Agriculture.",https://doi.org/10.1002/jsfa.11052,Soy Protein Isolate (SPI),10301,8,0,0,0,,0,0,0,,60302,0.01,100,20,4,12,1,0.76
"Yexue Liu, Yuanfu Zhang, Zehui Guo, Chen Wang, Hongwei Kang, Jingwen Li, Wenhang Wang, Yu Li, Fuping Lu, Yihan Liu. Enhancing the functional characteristics of soy protein isolate via cross-linking catalyzed by Bacillus subtilis transglutaminase. 2021.  Journal of the Science of Food and Agriculture.",https://doi.org/10.1002/jsfa.11052,Soy Protein Isolate (SPI),10301,8,10103,10103,10,40,180,0,0,,60302,0.01,100,20,4,12,1,0.89
"Yexue Liu, Yuanfu Zhang, Zehui Guo, Chen Wang, Hongwei Kang, Jingwen Li, Wenhang Wang, Yu Li, Fuping Lu, Yihan Liu. Enhancing the functional characteristics of soy protein isolate via cross-linking catalyzed by Bacillus subtilis transglutaminase. 2021.  Journal of the Science of Food and Agriculture.",https://doi.org/10.1002/jsfa.11052,Soy Protein Isolate (SPI),10301,8,10103,10103,10,40,360,0,0,,60302,0.01,100,20,4,12,1,0.98
"Yang Guo, Yi-hong Bao, Kai-feng Sun, Chen Chang, Wei-feng Liu. Effects of covalent interactions and gel characteristics on soy protein-tannic acid conjugates prepared under alkaline conditions. Food Hydrocolloids. Volume 112, March 2021, 106293.",https://doi.org/10.1016/j.foodhyd.2020.106293,Soy Protein Isolate (SPI),10301,12,30602,,,25,540,70103,0.592,9,0,0,,,4,12,1,3.84
"Yang Guo, Yi-hong Bao, Kai-feng Sun, Chen Chang, Wei-feng Liu. Effects of covalent interactions and gel characteristics on soy protein-tannic acid conjugates prepared under alkaline conditions. Food Hydrocolloids. Volume 112, March 2021, 106293.",https://doi.org/10.1016/j.foodhyd.2020.106293,Soy Protein Isolate (SPI),10301,12,30602,,,25,540,70103,1.184,9,0,0,,,4,12,1,6.68
"Yang Guo, Yi-hong Bao, Kai-feng Sun, Chen Chang, Wei-feng Liu. Effects of covalent interactions and gel characteristics on soy protein-tannic acid conjugates prepared under alkaline conditions. Food Hydrocolloids. Volume 112, March 2021, 106293.",https://doi.org/10.1016/j.foodhyd.2020.106293,Soy Protein Isolate (SPI),10301,12,30602,,,25,540,70103,1.796,9,0,0,,,4,12,1,9.51
"Yang Guo, Yi-hong Bao, Kai-feng Sun, Chen Chang, Wei-feng Liu. Effects of covalent interactions and gel characteristics on soy protein-tannic acid conjugates prepared under alkaline conditions. Food Hydrocolloids. Volume 112, March 2021, 106293.",https://doi.org/10.1016/j.foodhyd.2020.106293,Soy Protein Isolate (SPI),10301,12,30602,,,25,540,70103,2.38,9,0,0,,,4,12,1,8.5
