Citation,Citation Link,Protein,Protein codes,Protein Concentration (%),Treatment code,Treatment condition code,Treatment condition value,Treatment temperature ( °C),Treatment time (min),Additives,Additives Concentration (%),pH,Type of salt,ionic strength (M),Heating temperature (°C) for gel preparation,Heating/hold time (min),Samples stored (°C),Storage time (h),If a gel can be formed (0-1),Hardness/firmness/strength (g)
"Wafa Taktak, Rim Nasri, Marwa Hamdi, Laura G. Gomez-Mascaraque, Amparo Lopez-Rubio, Suming Li, Moncef Nasri, Maha Karra-Chaâbouni,Physicochemical, textural, rheological and microstructural properties of protein isolate gels produced from European eel (Anguilla anguilla) by heat-induced gelation process,Food Hydrocolloids,Volume 82,2018,Pages 278-287,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2018.04.008,European Anguilla anguilla (eel) protein isolate (EPI),20119,7,,,,,,,,2,60101,0.86,90,10,4,24,1,55.06
"Wafa Taktak, Rim Nasri, Marwa Hamdi, Laura G. Gomez-Mascaraque, Amparo Lopez-Rubio, Suming Li, Moncef Nasri, Maha Karra-Chaâbouni,Physicochemical, textural, rheological and microstructural properties of protein isolate gels produced from European eel (Anguilla anguilla) by heat-induced gelation process,Food Hydrocolloids,Volume 82,2018,Pages 278-287,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2018.04.008,European Anguilla anguilla (eel) protein isolate (EPI),20119,7,,,,,,,,10,60101,0,90,10,4,24,1,245.75
"Wafa Taktak, Rim Nasri, Marwa Hamdi, Laura G. Gomez-Mascaraque, Amparo Lopez-Rubio, Suming Li, Moncef Nasri, Maha Karra-Chaâbouni,Physicochemical, textural, rheological and microstructural properties of protein isolate gels produced from European eel (Anguilla anguilla) by heat-induced gelation process,Food Hydrocolloids,Volume 82,2018,Pages 278-287,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2018.04.008,European Anguilla anguilla (eel) protein isolate (EPI),20119,7,,,,,,,,10,60101,0.34,90,10,4,24,1,275.32
"Wafa Taktak, Rim Nasri, Marwa Hamdi, Laura G. Gomez-Mascaraque, Amparo Lopez-Rubio, Suming Li, Moncef Nasri, Maha Karra-Chaâbouni,Physicochemical, textural, rheological and microstructural properties of protein isolate gels produced from European eel (Anguilla anguilla) by heat-induced gelation process,Food Hydrocolloids,Volume 82,2018,Pages 278-287,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2018.04.008,European Anguilla anguilla (eel) protein isolate (EPI),20119,7,,,,,,,,10,60101,0.51,90,10,4,24,1,265.12
"Wafa Taktak, Rim Nasri, Marwa Hamdi, Laura G. Gomez-Mascaraque, Amparo Lopez-Rubio, Suming Li, Moncef Nasri, Maha Karra-Chaâbouni,Physicochemical, textural, rheological and microstructural properties of protein isolate gels produced from European eel (Anguilla anguilla) by heat-induced gelation process,Food Hydrocolloids,Volume 82,2018,Pages 278-287,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2018.04.008,European Anguilla anguilla (eel) protein isolate (EPI),20119,7,,,,,,,,10,60101,0.86,90,10,4,24,1,112.17
"Wafa Taktak, Rim Nasri, Marwa Hamdi, Laura G. Gomez-Mascaraque, Amparo Lopez-Rubio, Suming Li, Moncef Nasri, Maha Karra-Chaâbouni,Physicochemical, textural, rheological and microstructural properties of protein isolate gels produced from European eel (Anguilla anguilla) by heat-induced gelation process,Food Hydrocolloids,Volume 82,2018,Pages 278-287,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2018.04.008,European Anguilla anguilla (eel) protein isolate (EPI),20119,10,,,,,,,,2,60101,0,90,10,4,24,1,354.86
"Wafa Taktak, Rim Nasri, Marwa Hamdi, Laura G. Gomez-Mascaraque, Amparo Lopez-Rubio, Suming Li, Moncef Nasri, Maha Karra-Chaâbouni,Physicochemical, textural, rheological and microstructural properties of protein isolate gels produced from European eel (Anguilla anguilla) by heat-induced gelation process,Food Hydrocolloids,Volume 82,2018,Pages 278-287,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2018.04.008,European Anguilla anguilla (eel) protein isolate (EPI),20119,10,,,,,,,,2,60101,0.34,90,10,4,24,1,100.95
"Wafa Taktak, Rim Nasri, Marwa Hamdi, Laura G. Gomez-Mascaraque, Amparo Lopez-Rubio, Suming Li, Moncef Nasri, Maha Karra-Chaâbouni,Physicochemical, textural, rheological and microstructural properties of protein isolate gels produced from European eel (Anguilla anguilla) by heat-induced gelation process,Food Hydrocolloids,Volume 82,2018,Pages 278-287,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2018.04.008,European Anguilla anguilla (eel) protein isolate (EPI),20119,10,,,,,,,,2,60101,0.51,90,10,4,24,1,86.67
"Wafa Taktak, Rim Nasri, Marwa Hamdi, Laura G. Gomez-Mascaraque, Amparo Lopez-Rubio, Suming Li, Moncef Nasri, Maha Karra-Chaâbouni,Physicochemical, textural, rheological and microstructural properties of protein isolate gels produced from European eel (Anguilla anguilla) by heat-induced gelation process,Food Hydrocolloids,Volume 82,2018,Pages 278-287,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2018.04.008,European Anguilla anguilla (eel) protein isolate (EPI),20119,10,,,,,,,,2,60101,0.86,90,10,4,24,1,379.33
"Wafa Taktak, Rim Nasri, Marwa Hamdi, Laura G. Gomez-Mascaraque, Amparo Lopez-Rubio, Suming Li, Moncef Nasri, Maha Karra-Chaâbouni,Physicochemical, textural, rheological and microstructural properties of protein isolate gels produced from European eel (Anguilla anguilla) by heat-induced gelation process,Food Hydrocolloids,Volume 82,2018,Pages 278-287,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2018.04.008,European Anguilla anguilla (eel) protein isolate (EPI),20119,10,,,,,,,,10,60101,0,90,10,4,24,1,266.14
"Wafa Taktak, Rim Nasri, Marwa Hamdi, Laura G. Gomez-Mascaraque, Amparo Lopez-Rubio, Suming Li, Moncef Nasri, Maha Karra-Chaâbouni,Physicochemical, textural, rheological and microstructural properties of protein isolate gels produced from European eel (Anguilla anguilla) by heat-induced gelation process,Food Hydrocolloids,Volume 82,2018,Pages 278-287,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2018.04.008,European Anguilla anguilla (eel) protein isolate (EPI),20119,10,,,,,,,,10,60101,0.34,90,10,4,24,1,313.05
"Wafa Taktak, Rim Nasri, Marwa Hamdi, Laura G. Gomez-Mascaraque, Amparo Lopez-Rubio, Suming Li, Moncef Nasri, Maha Karra-Chaâbouni,Physicochemical, textural, rheological and microstructural properties of protein isolate gels produced from European eel (Anguilla anguilla) by heat-induced gelation process,Food Hydrocolloids,Volume 82,2018,Pages 278-287,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2018.04.008,European Anguilla anguilla (eel) protein isolate (EPI),20119,10,,,,,,,,10,60101,0.51,90,10,4,24,1,298.77
"Wafa Taktak, Rim Nasri, Marwa Hamdi, Laura G. Gomez-Mascaraque, Amparo Lopez-Rubio, Suming Li, Moncef Nasri, Maha Karra-Chaâbouni,Physicochemical, textural, rheological and microstructural properties of protein isolate gels produced from European eel (Anguilla anguilla) by heat-induced gelation process,Food Hydrocolloids,Volume 82,2018,Pages 278-287,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2018.04.008,European Anguilla anguilla (eel) protein isolate (EPI),20119,10,,,,,,,,10,60101,0.86,90,10,4,24,1,298.77
"Hong Shan, Shu Wen Lu, Lian Zhou Jiang, Le Kai Wang, Hui Liao, Rui Ying Zhang, Chang Jun Dai, Xin Miao Yao, Ying Lei Zhang, Ping Su & Xiang Dong Sun (2015) Gelation Property of Alcohol-Extracted Soy Protein Isolate and Effects of Various Reagents on the Firmness of Heat-Induced Gels, International Journal of Food Properties, 18:3, 627-637",http://dx.doi.org/10.1080/10942912.2013.850508,Soy Protein Isolate (SPI),10301,15,20303,,,,,,,6.93,60101,0,95,30,,,1,29.15
"Hong Shan, Shu Wen Lu, Lian Zhou Jiang, Le Kai Wang, Hui Liao, Rui Ying Zhang, Chang Jun Dai, Xin Miao Yao, Ying Lei Zhang, Ping Su & Xiang Dong Sun (2015) Gelation Property of Alcohol-Extracted Soy Protein Isolate and Effects of Various Reagents on the Firmness of Heat-Induced Gels, International Journal of Food Properties, 18:3, 627-637",http://dx.doi.org/10.1080/10942912.2013.850508,Soy Protein Isolate (SPI),10301,15,20303,,,,,,,6.93,60101,0.1,95,30,,,1,57.01
"Hong Shan, Shu Wen Lu, Lian Zhou Jiang, Le Kai Wang, Hui Liao, Rui Ying Zhang, Chang Jun Dai, Xin Miao Yao, Ying Lei Zhang, Ping Su & Xiang Dong Sun (2015) Gelation Property of Alcohol-Extracted Soy Protein Isolate and Effects of Various Reagents on the Firmness of Heat-Induced Gels, International Journal of Food Properties, 18:3, 627-637",http://dx.doi.org/10.1080/10942912.2013.850508,Soy Protein Isolate (SPI),10301,15,20303,,,,,,,6.93,60101,0.2,95,30,,,1,80.17
"Hong Shan, Shu Wen Lu, Lian Zhou Jiang, Le Kai Wang, Hui Liao, Rui Ying Zhang, Chang Jun Dai, Xin Miao Yao, Ying Lei Zhang, Ping Su & Xiang Dong Sun (2015) Gelation Property of Alcohol-Extracted Soy Protein Isolate and Effects of Various Reagents on the Firmness of Heat-Induced Gels, International Journal of Food Properties, 18:3, 627-637",http://dx.doi.org/10.1080/10942912.2013.850508,Soy Protein Isolate (SPI),10301,15,20303,,,,,,,6.93,60101,0.3,95,30,,,1,74.45
"Hong Shan, Shu Wen Lu, Lian Zhou Jiang, Le Kai Wang, Hui Liao, Rui Ying Zhang, Chang Jun Dai, Xin Miao Yao, Ying Lei Zhang, Ping Su & Xiang Dong Sun (2015) Gelation Property of Alcohol-Extracted Soy Protein Isolate and Effects of Various Reagents on the Firmness of Heat-Induced Gels, International Journal of Food Properties, 18:3, 627-637",http://dx.doi.org/10.1080/10942912.2013.850508,Soy Protein Isolate (SPI),10301,15,20303,,,,,,,6.93,60101,0.4,95,30,,,1,82.78
"Hong Shan, Shu Wen Lu, Lian Zhou Jiang, Le Kai Wang, Hui Liao, Rui Ying Zhang, Chang Jun Dai, Xin Miao Yao, Ying Lei Zhang, Ping Su & Xiang Dong Sun (2015) Gelation Property of Alcohol-Extracted Soy Protein Isolate and Effects of Various Reagents on the Firmness of Heat-Induced Gels, International Journal of Food Properties, 18:3, 627-637",http://dx.doi.org/10.1080/10942912.2013.850508,Soy Protein Isolate (SPI),10301,15,20303,,,,,,,6.93,60101,0.5,95,30,,,1,93.45
"Hong Shan, Shu Wen Lu, Lian Zhou Jiang, Le Kai Wang, Hui Liao, Rui Ying Zhang, Chang Jun Dai, Xin Miao Yao, Ying Lei Zhang, Ping Su & Xiang Dong Sun (2015) Gelation Property of Alcohol-Extracted Soy Protein Isolate and Effects of Various Reagents on the Firmness of Heat-Induced Gels, International Journal of Food Properties, 18:3, 627-637",http://dx.doi.org/10.1080/10942912.2013.850508,Soy Protein Isolate (SPI),10301,15,20303,,,,,,,6.93,60101,0.6,95,30,,,1,82.78
"Hong Shan, Shu Wen Lu, Lian Zhou Jiang, Le Kai Wang, Hui Liao, Rui Ying Zhang, Chang Jun Dai, Xin Miao Yao, Ying Lei Zhang, Ping Su & Xiang Dong Sun (2015) Gelation Property of Alcohol-Extracted Soy Protein Isolate and Effects of Various Reagents on the Firmness of Heat-Induced Gels, International Journal of Food Properties, 18:3, 627-637",http://dx.doi.org/10.1080/10942912.2013.850508,Soy Protein Isolate (SPI),10301,15,20303,,,,,,,5.5,60101,0.2,95,30,,,1,83.46
"Hong Shan, Shu Wen Lu, Lian Zhou Jiang, Le Kai Wang, Hui Liao, Rui Ying Zhang, Chang Jun Dai, Xin Miao Yao, Ying Lei Zhang, Ping Su & Xiang Dong Sun (2015) Gelation Property of Alcohol-Extracted Soy Protein Isolate and Effects of Various Reagents on the Firmness of Heat-Induced Gels, International Journal of Food Properties, 18:3, 627-637",http://dx.doi.org/10.1080/10942912.2013.850508,Soy Protein Isolate (SPI),10301,15,20303,,,,,,,6,60101,0.2,95,30,,,1,78.52
"Hong Shan, Shu Wen Lu, Lian Zhou Jiang, Le Kai Wang, Hui Liao, Rui Ying Zhang, Chang Jun Dai, Xin Miao Yao, Ying Lei Zhang, Ping Su & Xiang Dong Sun (2015) Gelation Property of Alcohol-Extracted Soy Protein Isolate and Effects of Various Reagents on the Firmness of Heat-Induced Gels, International Journal of Food Properties, 18:3, 627-637",http://dx.doi.org/10.1080/10942912.2013.850508,Soy Protein Isolate (SPI),10301,15,20303,,,,,,,6.5,60101,0.2,95,30,,,1,82.72
"Hong Shan, Shu Wen Lu, Lian Zhou Jiang, Le Kai Wang, Hui Liao, Rui Ying Zhang, Chang Jun Dai, Xin Miao Yao, Ying Lei Zhang, Ping Su & Xiang Dong Sun (2015) Gelation Property of Alcohol-Extracted Soy Protein Isolate and Effects of Various Reagents on the Firmness of Heat-Induced Gels, International Journal of Food Properties, 18:3, 627-637",http://dx.doi.org/10.1080/10942912.2013.850508,Soy Protein Isolate (SPI),10301,15,20303,,,,,,,7,60101,0.2,95,30,,,1,66.67
"Hong Shan, Shu Wen Lu, Lian Zhou Jiang, Le Kai Wang, Hui Liao, Rui Ying Zhang, Chang Jun Dai, Xin Miao Yao, Ying Lei Zhang, Ping Su & Xiang Dong Sun (2015) Gelation Property of Alcohol-Extracted Soy Protein Isolate and Effects of Various Reagents on the Firmness of Heat-Induced Gels, International Journal of Food Properties, 18:3, 627-637",http://dx.doi.org/10.1080/10942912.2013.850508,Soy Protein Isolate (SPI),10301,15,20303,,,,,,,7.5,60101,0.2,95,30,,,1,84.69
"Hong Shan, Shu Wen Lu, Lian Zhou Jiang, Le Kai Wang, Hui Liao, Rui Ying Zhang, Chang Jun Dai, Xin Miao Yao, Ying Lei Zhang, Ping Su & Xiang Dong Sun (2015) Gelation Property of Alcohol-Extracted Soy Protein Isolate and Effects of Various Reagents on the Firmness of Heat-Induced Gels, International Journal of Food Properties, 18:3, 627-637",http://dx.doi.org/10.1080/10942912.2013.850508,Soy Protein Isolate (SPI),10301,15,20303,,,,,,,8,60101,0.2,95,30,,,1,69.14
"Hong Shan, Shu Wen Lu, Lian Zhou Jiang, Le Kai Wang, Hui Liao, Rui Ying Zhang, Chang Jun Dai, Xin Miao Yao, Ying Lei Zhang, Ping Su & Xiang Dong Sun (2015) Gelation Property of Alcohol-Extracted Soy Protein Isolate and Effects of Various Reagents on the Firmness of Heat-Induced Gels, International Journal of Food Properties, 18:3, 627-637",http://dx.doi.org/10.1080/10942912.2013.850508,Soy Protein Isolate (SPI),10301,15,20303,,,,,,,8.5,60101,0.2,95,30,,,1,87.16
"Hong Shan, Shu Wen Lu, Lian Zhou Jiang, Le Kai Wang, Hui Liao, Rui Ying Zhang, Chang Jun Dai, Xin Miao Yao, Ying Lei Zhang, Ping Su & Xiang Dong Sun (2015) Gelation Property of Alcohol-Extracted Soy Protein Isolate and Effects of Various Reagents on the Firmness of Heat-Induced Gels, International Journal of Food Properties, 18:3, 627-637",http://dx.doi.org/10.1080/10942912.2013.850508,Soy Protein Isolate (SPI),10301,7,20303,,,,,,,6.93,60101,0.2,95,30,,,1,5.67
"Hong Shan, Shu Wen Lu, Lian Zhou Jiang, Le Kai Wang, Hui Liao, Rui Ying Zhang, Chang Jun Dai, Xin Miao Yao, Ying Lei Zhang, Ping Su & Xiang Dong Sun (2015) Gelation Property of Alcohol-Extracted Soy Protein Isolate and Effects of Various Reagents on the Firmness of Heat-Induced Gels, International Journal of Food Properties, 18:3, 627-637",http://dx.doi.org/10.1080/10942912.2013.850508,Soy Protein Isolate (SPI),10301,9,20303,,,,,,,6.93,60101,0.2,95,30,,,1,9.27
"Hong Shan, Shu Wen Lu, Lian Zhou Jiang, Le Kai Wang, Hui Liao, Rui Ying Zhang, Chang Jun Dai, Xin Miao Yao, Ying Lei Zhang, Ping Su & Xiang Dong Sun (2015) Gelation Property of Alcohol-Extracted Soy Protein Isolate and Effects of Various Reagents on the Firmness of Heat-Induced Gels, International Journal of Food Properties, 18:3, 627-637",http://dx.doi.org/10.1080/10942912.2013.850508,Soy Protein Isolate (SPI),10301,11,20303,,,,,,,6.93,60101,0.2,95,30,,,1,26.71
"Hong Shan, Shu Wen Lu, Lian Zhou Jiang, Le Kai Wang, Hui Liao, Rui Ying Zhang, Chang Jun Dai, Xin Miao Yao, Ying Lei Zhang, Ping Su & Xiang Dong Sun (2015) Gelation Property of Alcohol-Extracted Soy Protein Isolate and Effects of Various Reagents on the Firmness of Heat-Induced Gels, International Journal of Food Properties, 18:3, 627-637",http://dx.doi.org/10.1080/10942912.2013.850508,Soy Protein Isolate (SPI),10301,13,20303,,,,,,,6.93,60101,0.2,95,30,,,1,53.93
"Hong Shan, Shu Wen Lu, Lian Zhou Jiang, Le Kai Wang, Hui Liao, Rui Ying Zhang, Chang Jun Dai, Xin Miao Yao, Ying Lei Zhang, Ping Su & Xiang Dong Sun (2015) Gelation Property of Alcohol-Extracted Soy Protein Isolate and Effects of Various Reagents on the Firmness of Heat-Induced Gels, International Journal of Food Properties, 18:3, 627-637",http://dx.doi.org/10.1080/10942912.2013.850508,Soy Protein Isolate (SPI),10301,15,20303,,,,,,,6.93,60101,0.2,95,30,,,1,80.74
"Hong Shan, Shu Wen Lu, Lian Zhou Jiang, Le Kai Wang, Hui Liao, Rui Ying Zhang, Chang Jun Dai, Xin Miao Yao, Ying Lei Zhang, Ping Su & Xiang Dong Sun (2015) Gelation Property of Alcohol-Extracted Soy Protein Isolate and Effects of Various Reagents on the Firmness of Heat-Induced Gels, International Journal of Food Properties, 18:3, 627-637",http://dx.doi.org/10.1080/10942912.2013.850508,Soy Protein Isolate (SPI),10301,17,20303,,,,,,,6.93,60101,0.2,95,30,,,1,115.28
"Hong Shan, Shu Wen Lu, Lian Zhou Jiang, Le Kai Wang, Hui Liao, Rui Ying Zhang, Chang Jun Dai, Xin Miao Yao, Ying Lei Zhang, Ping Su & Xiang Dong Sun (2015) Gelation Property of Alcohol-Extracted Soy Protein Isolate and Effects of Various Reagents on the Firmness of Heat-Induced Gels, International Journal of Food Properties, 18:3, 627-637",http://dx.doi.org/10.1080/10942912.2013.850508,Soy Protein Isolate (SPI),10301,19,20303,,,,,,,6.93,60101,0.2,95,30,,,1,149.82
"Lei, Z., Fu, Y., Zheng, Y. et al. Effects of l-lysine on thermal gelation properties of chicken breast actomyosin. Food Sci Biotechnol 26, 549–556 (2017)",https://doi.org/10.1007/s10068-017-0081-7,Chicken breast actomyosin,20203,2.5,,,,,,80101,0,6.43,,,80,30,4,12,1,15.45
"Lei, Z., Fu, Y., Zheng, Y. et al. Effects of l-lysine on thermal gelation properties of chicken breast actomyosin. Food Sci Biotechnol 26, 549–556 (2017)",https://doi.org/10.1007/s10068-017-0081-7,Chicken breast actomyosin,20203,2.5,,,,,,80101,0,7.12,,,80,30,4,12,1,15.06
"Lei, Z., Fu, Y., Zheng, Y. et al. Effects of l-lysine on thermal gelation properties of chicken breast actomyosin. Food Sci Biotechnol 26, 549–556 (2017)",https://doi.org/10.1007/s10068-017-0081-7,Chicken breast actomyosin,20203,2.5,,,,,,80101,0.1,7.12,,,80,30,4,12,1,146.39
"Lei, Z., Fu, Y., Zheng, Y. et al. Effects of l-lysine on thermal gelation properties of chicken breast actomyosin. Food Sci Biotechnol 26, 549–556 (2017)",https://doi.org/10.1007/s10068-017-0081-7,Chicken breast actomyosin,20203,2.5,,,,,,80101,0.2,7.88,,,80,30,4,12,1,172.66
"Lei, Z., Fu, Y., Zheng, Y. et al. Effects of l-lysine on thermal gelation properties of chicken breast actomyosin. Food Sci Biotechnol 26, 549–556 (2017)",https://doi.org/10.1007/s10068-017-0081-7,Chicken breast actomyosin,20203,2.5,,,,,,80101,0.3,8.41,,,80,30,4,12,1,136.35
"Ya-Kun Zhang, Qiang Zhang, Jie Lu, Jin-Long Xu, Hua Zhang, Jun-Hui Wang,Physicochemical properties of Tremella fuciformis polysaccharide and its interactions with myofibrillar protein,Bioactive Carbohydrates and Dietary Fibre,Volume 11,2017,Pages 18-25,ISSN 2212-6198",https://doi.org/10.1016/j.bcdf.2017.06.002,Pork Myofibrillar Protein,20301,2,30702,30602,10000,,1,90413,0,,,,80,30,4,,1,47.02
"Ya-Kun Zhang, Qiang Zhang, Jie Lu, Jin-Long Xu, Hua Zhang, Jun-Hui Wang,Physicochemical properties of Tremella fuciformis polysaccharide and its interactions with myofibrillar protein,Bioactive Carbohydrates and Dietary Fibre,Volume 11,2017,Pages 18-25,ISSN 2212-6198",https://doi.org/10.1016/j.bcdf.2017.06.002,Pork Myofibrillar Protein,20301,2,30702,30602,10000,,1,90413,0.3,,,,80,30,4,,1,48
"Ya-Kun Zhang, Qiang Zhang, Jie Lu, Jin-Long Xu, Hua Zhang, Jun-Hui Wang,Physicochemical properties of Tremella fuciformis polysaccharide and its interactions with myofibrillar protein,Bioactive Carbohydrates and Dietary Fibre,Volume 11,2017,Pages 18-25,ISSN 2212-6198",https://doi.org/10.1016/j.bcdf.2017.06.002,Pork Myofibrillar Protein,20301,2,30702,30602,10000,,1,90413,0.4,,,,80,30,4,,1,50
"Ya-Kun Zhang, Qiang Zhang, Jie Lu, Jin-Long Xu, Hua Zhang, Jun-Hui Wang,Physicochemical properties of Tremella fuciformis polysaccharide and its interactions with myofibrillar protein,Bioactive Carbohydrates and Dietary Fibre,Volume 11,2017,Pages 18-25,ISSN 2212-6198",https://doi.org/10.1016/j.bcdf.2017.06.002,Pork Myofibrillar Protein,20301,2,30702,30602,10000,,1,90413,0.5,,,,80,30,4,,1,50.38
"Ya-Kun Zhang, Qiang Zhang, Jie Lu, Jin-Long Xu, Hua Zhang, Jun-Hui Wang,Physicochemical properties of Tremella fuciformis polysaccharide and its interactions with myofibrillar protein,Bioactive Carbohydrates and Dietary Fibre,Volume 11,2017,Pages 18-25,ISSN 2212-6198",https://doi.org/10.1016/j.bcdf.2017.06.002,Pork Myofibrillar Protein,20301,2,30702,30602,10000,,1,90413,0.6,,,,80,30,4,,1,60.05
"Ya-Kun Zhang, Qiang Zhang, Jie Lu, Jin-Long Xu, Hua Zhang, Jun-Hui Wang,Physicochemical properties of Tremella fuciformis polysaccharide and its interactions with myofibrillar protein,Bioactive Carbohydrates and Dietary Fibre,Volume 11,2017,Pages 18-25,ISSN 2212-6198",https://doi.org/10.1016/j.bcdf.2017.06.002,Pork Myofibrillar Protein,20301,2,30702,30602,10000,,1,90413,0.7,,,,80,30,4,,1,63.16
"Kang Liu, Qiang-Ming Li, Li-Hua Pan, Xin-Ping Qian, Hai-Lin Zhang, Xue-Qiang Zha, Jian-Ping Luo,The effects of lotus root amylopectin on the formation of whey protein isolate gels,Carbohydrate Polymers,Volume 175,2017,Pages 721-727,ISSN 0144-8617",https://doi.org/10.1016/j.carbpol.2017.08.041,whey protein isolate,30105,10,,,,,,30109,0,7,60106,0.00077,95,30,,,1,12.72
"Kang Liu, Qiang-Ming Li, Li-Hua Pan, Xin-Ping Qian, Hai-Lin Zhang, Xue-Qiang Zha, Jian-Ping Luo,The effects of lotus root amylopectin on the formation of whey protein isolate gels,Carbohydrate Polymers,Volume 175,2017,Pages 721-727,ISSN 0144-8617",https://doi.org/10.1016/j.carbpol.2017.08.041,whey protein isolate,30105,10,,,,,,30109,0.25,7,60106,0.00077,95,30,,,1,38.85
"Kang Liu, Qiang-Ming Li, Li-Hua Pan, Xin-Ping Qian, Hai-Lin Zhang, Xue-Qiang Zha, Jian-Ping Luo,The effects of lotus root amylopectin on the formation of whey protein isolate gels,Carbohydrate Polymers,Volume 175,2017,Pages 721-727,ISSN 0144-8617",https://doi.org/10.1016/j.carbpol.2017.08.041,whey protein isolate,30105,10,,,,,,30109,0.5,7,60106,0.00077,95,30,,,1,50.51
"Kang Liu, Qiang-Ming Li, Li-Hua Pan, Xin-Ping Qian, Hai-Lin Zhang, Xue-Qiang Zha, Jian-Ping Luo,The effects of lotus root amylopectin on the formation of whey protein isolate gels,Carbohydrate Polymers,Volume 175,2017,Pages 721-727,ISSN 0144-8617",https://doi.org/10.1016/j.carbpol.2017.08.041,whey protein isolate,30105,10,,,,,,30109,0.75,7,60106,0.00077,95,30,,,1,117.62
"Kang Liu, Qiang-Ming Li, Li-Hua Pan, Xin-Ping Qian, Hai-Lin Zhang, Xue-Qiang Zha, Jian-Ping Luo,The effects of lotus root amylopectin on the formation of whey protein isolate gels,Carbohydrate Polymers,Volume 175,2017,Pages 721-727,ISSN 0144-8617",https://doi.org/10.1016/j.carbpol.2017.08.041,whey protein isolate,30105,10,,,,,,30109,1,7,60106,0.00077,95,30,,,1,155.76
"Carlos Bengoechea, Sara E. Molina Ortiz, Antonio Guerrero, Marı´a C. Puppo, Effect of pH on the thermal gelation of carob protein isolate, Food Sci Technol (January 2017) 54(1):153–163.",DOI 10.1007/s13197-016-2447-x,Carob protein isolate (CPI),12701,30,0,0,,,,0,0,2,0,0,95,30,4,24,1,173.35
"Carlos Bengoechea, Sara E. Molina Ortiz, Antonio Guerrero, Marı´a C. Puppo, Effect of pH on the thermal gelation of carob protein isolate, Food Sci Technol (January 2017) 54(1):153–163.",DOI 10.1007/s13197-016-2447-x,Carob protein isolate (CPI),12701,30,0,0,,,,0,0,6,0,0,95,30,4,24,1,101.97
"Carlos Bengoechea, Sara E. Molina Ortiz, Antonio Guerrero, Marı´a C. Puppo, Effect of pH on the thermal gelation of carob protein isolate, Food Sci Technol (January 2017) 54(1):153–163.",DOI 10.1007/s13197-016-2447-x,Carob protein isolate (CPI),12701,30,0,0,,,,0,0,10,0,0,95,30,4,24,1,234.53
"Chanchan Sun, Rui Liu, Kai Ni, Tao Wu, Xinye Luo, Bin Liang, Min Zhang,Reduction of particle size based on superfine grinding: Effects on structure, rheological and gelling properties of whey protein concentrate,Journal of Food Engineering,Volume 186,2016,Pages 69-76,ISSN 0260-8774",https://doi.org/10.1016/j.jfoodeng.2016.03.002,Whey protein concentrate,30107,12,,,,,,,,4.5,,,90,25,4,16,1,0.48
"Chanchan Sun, Rui Liu, Kai Ni, Tao Wu, Xinye Luo, Bin Liang, Min Zhang,Reduction of particle size based on superfine grinding: Effects on structure, rheological and gelling properties of whey protein concentrate,Journal of Food Engineering,Volume 186,2016,Pages 69-76,ISSN 0260-8774",https://doi.org/10.1016/j.jfoodeng.2016.03.002,Whey protein concentrate,30107,12,,,,,,,,6.5,,,90,25,4,16,1,3.04
"Chanchan Sun, Rui Liu, Kai Ni, Tao Wu, Xinye Luo, Bin Liang, Min Zhang,Reduction of particle size based on superfine grinding: Effects on structure, rheological and gelling properties of whey protein concentrate,Journal of Food Engineering,Volume 186,2016,Pages 69-76,ISSN 0260-8774",https://doi.org/10.1016/j.jfoodeng.2016.03.002,Whey protein concentrate,30107,12,,,,,,,,8.5,,,90,25,4,16,1,1.69
"Chanchan Sun, Rui Liu, Kai Ni, Tao Wu, Xinye Luo, Bin Liang, Min Zhang,Reduction of particle size based on superfine grinding: Effects on structure, rheological and gelling properties of whey protein concentrate,Journal of Food Engineering,Volume 186,2016,Pages 69-76,ISSN 0260-8774",https://doi.org/10.1016/j.jfoodeng.2016.03.002,Whey protein concentrate,30107,12,30305,,,,120,,,4.5,,,90,25,4,16,1,0.54
"Chanchan Sun, Rui Liu, Kai Ni, Tao Wu, Xinye Luo, Bin Liang, Min Zhang,Reduction of particle size based on superfine grinding: Effects on structure, rheological and gelling properties of whey protein concentrate,Journal of Food Engineering,Volume 186,2016,Pages 69-76,ISSN 0260-8774",https://doi.org/10.1016/j.jfoodeng.2016.03.002,Whey protein concentrate,30107,12,30305,,,,120,,,6.5,,,90,25,4,16,1,3.37
